Keyword,Lat,Lon,Timestamp
common cold,52.37756729,-1.481544018,12/2/2011 15:50
common cold,52.57024765,-0.243733704,12/2/2011 16:00
common cold,51.76590729,0.667366505,12/2/2011 16:00
common cold,52.13263321,5.291265965,12/2/2011 16:00
common cold,54.17804337,-6.3357687,12/2/2011 16:00
common cold,53.42225266,-3.070846081,12/2/2011 16:50
common cold,52.46997833,-3.830377102,12/2/2011 16:50
common cold,53.39263153,-2.586988688,12/2/2011 16:50
common cold,51.50015259,-0.1262362,12/2/2011 16:50
common cold,55.95017624,-3.187536001,12/2/2011 16:50
common cold,51.50015259,-0.1262362,12/2/2011 16:50
common cold,52.01902771,-0.770427406,12/2/2011 16:50
common cold,52.63476944,-1.129519105,12/2/2011 16:50
common cold,56.11942291,-3.935882092,12/2/2011 17:00
common cold,52.13263321,5.291265965,12/2/2011 17:00
common cold,53.15982819,-6.908997536,12/2/2011 17:00
common cold,54.0381813,-2.872776985,12/2/2011 17:00
common cold,56.4614296,-2.9681108,12/2/2011 17:00
common cold,52.69646072,-7.906886578,12/2/2011 17:00
common cold,48.06985855,-0.095292002,12/2/2011 17:00
common cold,52.13263321,5.291265965,12/2/2011 17:00
common cold,52.53529739,-1.044095159,12/2/2011 17:00
common cold,51.50015259,-0.1262362,12/2/2011 17:00
common cold,51.50015259,-0.1262362,12/2/2011 17:00
common cold,51.76637268,-0.251239002,12/2/2011 17:10
common cold,51.46856308,-0.069201,12/2/2011 17:30
common cold,53.30594254,9.263419151,12/2/2011 17:40
common cold,54.11720657,-3.225688696,12/2/2011 17:50
common cold,51.50015259,-0.1262362,12/2/2011 17:50
common cold,49.21443939,-2.131249905,12/2/2011 17:50
common cold,50.9285965,0.276489913,12/2/2011 17:50
common cold,51.86674118,-2.248669863,12/2/2011 17:50
common cold,51.52944183,-0.077535897,12/2/2011 17:50
common cold,51.72568893,-0.297483414,12/2/2011 18:00
common cold,52.13263321,5.291265965,12/2/2011 18:00
common cold,51.50015259,-0.1262362,12/2/2011 18:00
common cold,59.00527191,-2.915467978,12/2/2011 18:00
common cold,49.21443939,-2.131249905,12/2/2011 18:00
common cold,53.99997711,-6.403735638,12/2/2011 18:00
common cold,55.86562729,-4.257222652,12/2/2011 18:00
common cold,52.49085236,-1.894734502,12/2/2011 18:50
common cold,51.50015259,-0.1262362,12/2/2011 19:00
common cold,53.7443428,-0.332443297,12/2/2011 19:00
common cold,53.48071289,-2.234376431,12/2/2011 19:00
common cold,47.90296555,1.909250975,12/2/2011 19:50
common cold,52.01902771,-0.770427406,12/2/2011 19:50
common cold,51.50015259,-0.1262362,12/2/2011 19:50
common cold,52.85991669,-3.053678036,12/2/2011 20:00
common cold,49.21443939,-2.131249905,12/2/2011 21:00
common cold,51.50015259,-0.1262362,12/2/2011 21:50
common cold,52.4791069,-1.468703032,12/2/2011 22:00
common cold,49.21443939,-2.131249905,12/2/2011 22:40
common cold,53.40974045,-2.960470438,12/3/2011 0:00
common cold,62.28446579,-6.550276756,12/3/2011 0:50
common cold,51.50015259,-0.1262362,12/3/2011 1:00
common cold,52.1893425,5.388651371,12/3/2011 1:00
common cold,51.46434402,-0.027979,12/3/2011 1:50
common cold,54.97784042,-1.61291647,12/3/2011 1:50
common cold,52.37021637,4.895167828,12/3/2011 1:50
common cold,51.7393074,-0.733767986,12/3/2011 2:00
common cold,51.76590729,0.667366505,12/3/2011 2:00
common cold,50.11177444,5.089170933,12/3/2011 2:00
common cold,55.77042007,-2.005265951,12/3/2011 3:00
common cold,51.50015259,-0.1262362,12/3/2011 3:00
common cold,55.95017624,-3.187536001,12/3/2011 3:00
common cold,52.63476944,-1.129519105,12/3/2011 3:00
common cold,56.26391983,9.501785278,12/3/2011 3:00
common cold,53.34410477,-6.267493725,12/3/2011 3:50
common cold,51.51981354,-0.200773597,12/3/2011 3:50
common cold,55.37805176,-3.435972929,12/3/2011 3:50
common cold,52.48295975,-1.893592,12/3/2011 4:00
common cold,52.92189789,-1.475641966,12/3/2011 4:00
common cold,53.76829529,-1.636418939,12/3/2011 4:00
common cold,53.23535919,-1.424146175,12/3/2011 4:00
common cold,51.81579208,-0.816662073,12/3/2011 4:00
common cold,53.41077805,-2.977838278,12/3/2011 4:00
common cold,52.01902771,-0.770427406,12/3/2011 4:00
common cold,54.97784042,-1.61291647,12/3/2011 4:00
common cold,52.04143906,-0.760556698,12/3/2011 4:00
common cold,56.01884079,-3.718435049,12/3/2011 4:00
common cold,53.38305664,-1.464795351,12/3/2011 4:00
common cold,53.71689606,-2.636193514,12/3/2011 4:20
common cold,51.81579208,-0.816662073,12/3/2011 4:50
common cold,52.46997833,-3.830377102,12/3/2011 4:50
common cold,52.68219757,0.940448403,12/3/2011 4:50
common cold,52.13263321,5.291265965,12/3/2011 4:50
common cold,51.50015259,-0.1262362,12/3/2011 4:50
common cold,53.34410477,-6.267493725,12/3/2011 4:50
common cold,52.01902771,-0.770427406,12/3/2011 4:50
common cold,51.50015259,-0.1262362,12/3/2011 4:50
common cold,49.21443939,-2.131249905,12/3/2011 4:50
common cold,51.48130798,-3.180497885,12/3/2011 4:50
common cold,51.50015259,-0.1262362,12/3/2011 4:50
common cold,51.47251129,-0.010028,12/3/2011 5:00
common cold,53.20441818,-6.109185219,12/3/2011 5:00
common cold,51.35070038,-2.249336243,12/3/2011 5:00
common cold,53.41077805,-2.977838278,12/3/2011 5:00
common cold,54.97108459,-1.642264009,12/3/2011 5:00
common cold,53.76829529,-1.636418939,12/3/2011 5:00
common cold,53.41291046,-8.243889809,12/3/2011 5:00
common cold,51.50015259,-0.1262362,12/3/2011 5:00
common cold,50.30347824,1.647235036,12/3/2011 5:00
common cold,54.97784042,-1.61291647,12/3/2011 5:00
common cold,53.23486328,-0.538435996,12/3/2011 5:00
common cold,53.34410477,-6.267493725,12/3/2011 5:00
common cold,51.50015259,-0.1262362,12/3/2011 5:00
common cold,52.13263321,5.291265965,12/3/2011 5:00
common cold,51.50015259,-0.1262362,12/3/2011 5:50
common cold,51.62527084,0.821992576,12/3/2011 5:50
common cold,56.49067307,-4.202645779,12/3/2011 5:50
common cold,51.50015259,-0.1262362,12/3/2011 5:50
common cold,52.6342926,-1.690711498,12/3/2011 5:50
common cold,52.01902771,-0.770427406,12/3/2011 5:50
common cold,53.38305664,-1.464795351,12/3/2011 5:50
common cold,53.99997711,-6.403735638,12/3/2011 5:50
common cold,53.48071289,-2.234376431,12/3/2011 5:50
common cold,51.45503998,-0.969088376,12/3/2011 5:50
common cold,51.77646255,0.111317202,12/3/2011 6:00
common cold,53.54426956,-2.631062984,12/3/2011 6:00
common cold,51.50015259,-0.1262362,12/3/2011 6:00
common cold,52.95511627,-1.149171829,12/3/2011 6:00
common cold,51.50015259,-0.1262362,12/3/2011 6:00
common cold,52.92189789,-1.475641966,12/3/2011 6:00
common cold,51.95021439,-0.531888127,12/3/2011 6:00
common cold,53.41077805,-2.977838278,12/3/2011 6:00
common cold,55.86562729,-4.257222652,12/3/2011 6:00
common cold,55.95017624,-3.187536001,12/3/2011 6:00
common cold,51.68312073,0.104929,12/3/2011 6:10
common cold,52.56681824,-0.244522005,12/3/2011 6:30
common cold,51.50726318,-3.581042528,12/3/2011 6:50
common cold,51.50015259,-0.1262362,12/3/2011 6:50
common cold,53.9690094,-2.627690792,12/3/2011 6:50
common cold,51.50015259,-0.1262362,12/3/2011 6:50
common cold,53.44295883,-2.224028111,12/3/2011 6:50
common cold,54.65547943,-5.674815178,12/3/2011 6:50
common cold,53.72438049,-1.861576557,12/3/2011 6:50
common cold,54.89512253,-2.933568239,12/3/2011 6:50
common cold,50.89626312,-1.394170046,12/3/2011 7:00
common cold,51.50015259,-0.1262362,12/3/2011 7:00
common cold,54.97784042,-1.61291647,12/3/2011 7:00
common cold,53.23535919,-1.424146175,12/3/2011 7:00
common cold,53.60905075,-6.192080021,12/3/2011 7:00
common cold,53.48071289,-2.234376431,12/3/2011 7:00
common cold,53.76401138,-8.763586044,12/3/2011 7:00
common cold,51.50015259,-0.1262362,12/3/2011 7:00
common cold,55.37805176,-3.435972929,12/3/2011 7:00
common cold,52.01902771,-0.770427406,12/3/2011 7:00
common cold,51.50015259,-0.1262362,12/3/2011 7:00
common cold,53.40372086,-6.406799316,12/3/2011 7:10
common cold,55.86117172,-4.437091827,12/3/2011 7:30
common cold,51.53813934,0.012545,12/3/2011 7:30
common cold,53.41291046,-8.243889809,12/3/2011 7:50
common cold,53.19145584,-2.895007133,12/3/2011 7:50
common cold,52.13263321,5.291265965,12/3/2011 7:50
common cold,54.25035858,-1.470855355,12/3/2011 7:50
common cold,55.60996628,-4.499216557,12/3/2011 7:50
common cold,51.50015259,-0.1262362,12/3/2011 7:50
common cold,52.01902771,-0.770427406,12/3/2011 7:50
common cold,53.37684631,-2.268376112,12/3/2011 8:00
common cold,51.76590729,0.667366505,12/3/2011 8:00
